iter	Passed	Remaining
436	1423	5090
437	1427	5090
438	1430	5087
439	1434	5085
440	1438	5084
441	1441	5082
442	1445	5080
443	1448	5077
444	1452	5074
445	1455	5071
446	1459	5071
447	1463	5070
448	1467	5067
449	1470	5065
450	1474	5062
451	1477	5060
452	1481	5057
453	1485	5057
454	1488	5054
455	1492	5053
456	1495	5050
457	1499	5047
458	1502	5045
459	1506	5043
460	1509	5040
461	1513	5037
462	1517	5036
463	1520	5033
464	1524	5031
465	1527	5027
466	1533	5033
467	1536	5030
468	1540	5028
469	1543	5026
470	1547	5023
471	1551	5021
472	1554	5019
473	1558	5015
474	1561	5014
475	1565	5012
476	1569	5010
477	1572	5007
478	1575	5004
479	1579	5000
480	1582	4997
481	1586	4995
482	1589	4992
483	1593	4991
484	1597	4989
485	1600	4986
486	1604	4983
487	1607	4980
488	1610	4977
489	1614	4974
490	1617	4971
491	1620	4967
492	1624	4965
493	1627	4962
494	1631	4960
495	1635	4958
496	1638	4955
497	1642	4952
498	1645	4950
499	1648	4946
500	1652	4943
501	1655	4940
502	1658	4937
503	1662	4934
504	1665	4931
505	1669	4928
506	1672	4924
507	1674	4919
508	1678	4916
509	1681	4913
510	1685	4910
511	1688	4908
512	1692	4907
513	1696	4903
514	1699	4901
515	1702	4897
516	1706	4893
517	1709	4891
518	1712	4888
519	1716	4885
520	1719	4882
521	1723	4879
522	1727	4877
523	1730	4874
524	1733	4871
525	1737	4868
526	1740	4866
527	1744	4862
528	1747	4860
529	1751	4856
530	1754	4853
531	1758	4851
532	1761	4847
533	1764	4844
534	1767	4841
535	1773	4844
536	1777	4842
537	1789	4862
538	1792	4860
539	1796	4856
540	1799	4852
541	1802	4849
542	1805	4843
543	1808	4839
544	1811	4836
545	1814	4832
546	1817	4829
547	1821	4826
548	1824	4823
549	1828	4820
550	1831	4817
551	1834	4813
552	1838	4811
553	1842	4808
554	1846	4806
555	1849	4804
556	1853	4802
557	1857	4800
558	1861	4799
559	1865	4798
560	1870	4798
561	1874	4797
562	1878	4793
563	1881	4790
564	1885	4787
565	1888	4785
566	1892	4782
567	1895	4778
568	1898	4775
569	1902	4772
570	1905	4768
571	1909	4766
572	1912	4762
573	1915	4759
574	1919	4756
575	1922	4753
576	1925	4749
577	1929	4746
578	1933	4744
579	1936	4742
580	1941	4740
581	1944	4737
582	1948	4734
583	1951	4731
584	1954	4727
585	1957	4722
586	1960	4718
587	1963	4713
588	1966	4710
589	1969	4706
590	1972	4702
591	1975	4698
592	1978	4694
593	1981	4690
594	1984	4686
595	1987	4682
596	1990	4678
597	1993	4673
598	1996	4670
599	1999	4666
600	2003	4663
601	2006	4659
602	2009	4655
603	2013	4652
604	2016	4649
605	2019	4646
606	2023	4643
607	2028	4644
608	2031	4641
609	2035	4637
610	2038	4633
611	2041	4629
612	2044	4625
613	2047	4620
614	2049	4616
615	2053	4612
616	2056	4609
617	2059	4605
618	2062	4602
619	2065	4598
620	2069	4594
621	2072	4590
622	2075	4586
623	2078	4583
624	2081	4579
625	2084	4575
626	2087	4571
627	2090	4567
628	2093	4563
629	2096	4558
630	2099	4555
631	2102	4551
632	2105	4547
633	2108	4543
634	2111	4539
635	2114	4534
636	2117	4530
637	2120	4526
638	2122	4521
639	2126	4517
640	2128	4513
641	2148	4543
642	2151	4539
643	2153	4535
644	2157	4531
645	2160	4527
646	2163	4524
647	2166	4520
648	2169	4516
649	2172	4512
650	2175	4509
651	2178	4504
652	2181	4499
653	2184	4495
654	2187	4491
655	2190	4488
656	2194	4484
657	2197	4482
658	2201	4479
659	2204	4475
660	2207	4472
661	2210	4467
662	2213	4464
663	2216	4459
664	2219	4455
665	2222	4451
666	2225	4447
667	2228	4443
668	2231	4439
669	2234	4435
670	2237	4431
671	2240	4428
672	2244	4425
673	2247	4421
674	2250	4417
675	2253	4414
676	2256	4410
677	2259	4406
678	2262	4401
679	2265	4397
680	2270	4398
681	2273	4394
682	2276	4390
683	2279	4386
684	2282	4381
685	2285	4378
686	2288	4373
687	2291	4369
688	2294	4366
689	2297	4362
690	2300	4358
691	2303	4354
692	2306	4349
693	2309	4345
694	2312	4341
695	2315	4337
696	2318	4333
697	2321	4329
698	2324	4326
699	2327	4322
700	2330	4318
701	2333	4314
702	2336	4310
703	2339	4306
704	2342	4302
705	2345	4298
706	2348	4294
707	2351	4290
708	2354	4286
709	2357	4283
710	2360	4279
711	2363	4274
712	2366	4270
713	2369	4266
714	2372	4263
715	2375	4259
716	2378	4255
717	2381	4252
718	2384	4248
719	2387	4245
720	2390	4241
721	2393	4237
722	2396	4233
723	2399	4229
724	2402	4225
725	2406	4223
726	2410	4220
727	2413	4216
728	2416	4212
729	2419	4208
730	2422	4205
731	2425	4201
732	2428	4197
733	2431	4194
734	2434	4190
735	2451	4210
736	2455	4207
737	2458	4203
738	2460	4199
739	2464	4195
740	2467	4191
741	2470	4188
742	2473	4184
743	2476	4180
744	2479	4176
745	2482	4173
746	2485	4169
747	2489	4166
748	2492	4163
749	2496	4160
750	2498	4155
751	2501	4152
752	2504	4148
753	2507	4144
754	2512	4143
755	2515	4139
756	2518	4135
757	2521	4132
758	2524	4128
759	2527	4124
760	2530	4120
761	2533	4116
762	2536	4112
763	2539	4108
764	2543	4105
765	2546	4101
766	2549	4097
767	2552	4093
768	2555	4090
769	2558	4086
770	2561	4082
771	2564	4078
772	2567	4074
773	2569	4070
774	2572	4066
775	2575	4063
776	2578	4059
777	2582	4055
778	2584	4051
779	2588	4047
780	2590	4044
781	2593	4039
782	2596	4036
783	2599	4032
784	2602	4028
785	2605	4024
786	2608	4020
787	2611	4016
788	2615	4014
789	2619	4011
790	2623	4009
791	2626	4006
792	2630	4003
793	2633	4000
794	2637	3997
795	2640	3994
796	2644	3991
797	2647	3988
798	2651	3984
799	2654	3981
800	2657	3978
801	2661	3975
802	2664	3971
803	2668	3969
804	2671	3966
805	2675	3964
806	2679	3961
807	2683	3958
808	2686	3955
809	2689	3951
810	2693	3948
811	2696	3944
812	2699	3941
813	2703	3938
814	2706	3935
815	2709	3931
816	2712	3927
817	2715	3923
818	2718	3919
819	2721	3916
820	2724	3912
821	2727	3909
822	2731	3905
823	2734	3902
824	2738	3900
825	2742	3897
826	2744	3893
827	2747	3889
828	2751	3886
829	2754	3883
830	2757	3879
831	2760	3875
832	2763	3871
833	2782	3890
834	2786	3887
835	2789	3883
836	2793	3881
837	2796	3878
838	2800	3874
839	2803	3871
840	2806	3868
841	2809	3864
842	2812	3860
843	2816	3857
844	2818	3853
845	2822	3849
846	2825	3845
847	2828	3841
848	2831	3838
849	2834	3835
850	2838	3832
851	2841	3829
852	2844	3825
853	2847	3821
854	2851	3818
855	2854	3815
856	2857	3811
857	2860	3807
858	2864	3804
859	2866	3800
860	2870	3796
861	2873	3792
862	2876	3789
863	2879	3785
864	2882	3782
865	2886	3779
866	2889	3776
867	2892	3772
868	2895	3768
869	2899	3766
870	2903	3762
871	2905	3758
872	2908	3755
873	2912	3751
874	2915	3748
875	2918	3744
876	2921	3740
877	2924	3736
878	2927	3733
879	2930	3730
880	2933	3726
881	2936	3722
882	2939	3718
883	2942	3715
884	2946	3711
885	2949	3708
886	2952	3704
887	2955	3701
888	2958	3697
889	2961	3693
890	2964	3690
891	2967	3686
892	2970	3682
893	2973	3678
894	2977	3675
895	2979	3671
896	2982	3668
897	2985	3664
898	2988	3660
899	2991	3656
900	2994	3652
901	2997	3649
902	3000	3645
903	3003	3641
904	3009	3641
905	3012	3638
906	3016	3634
907	3019	3630
908	3022	3627
909	3025	3623
910	3028	3619
911	3031	3616
912	3033	3612
913	3037	3608
914	3040	3605
915	3043	3601
916	3046	3597
917	3049	3593
918	3052	3590
919	3056	3587
920	3059	3583
921	3062	3580
922	3065	3577
923	3068	3573
924	3071	3570
925	3074	3566
926	3078	3562
927	3081	3559
928	3083	3555
929	3086	3551
930	3089	3547
931	3092	3544
932	3095	3540
933	3098	3536
934	3101	3533
935	3105	3530
936	3108	3526
937	3111	3522
938	3114	3519
939	3117	3515
940	3120	3512
941	3124	3509
942	3128	3506
943	3130	3502
944	3133	3498
945	3137	3495
946	3140	3492
947	3144	3489
948	3147	3485
949	3150	3481
950	3153	3478
951	3156	3475
952	3159	3471
953	3162	3467
954	3165	3463
955	3168	3460
956	3171	3456
957	3174	3453
958	3177	3449
959	3180	3445
960	3183	3441
961	3186	3438
962	3189	3434
963	3192	3431
964	3195	3427
965	3198	3423
966	3201	3420
967	3205	3417
968	3208	3413
969	3211	3410
970	3214	3406
971	3217	3403
972	3220	3399
973	3223	3395
974	3226	3391
975	3229	3388
976	3232	3385
977	3236	3381
978	3239	3378
979	3241	3374
980	3244	3370
981	3250	3369
982	3253	3365
983	3256	3362
984	3259	3358
985	3262	3355
986	3265	3351
987	3268	3348
988	3271	3344
989	3274	3340
990	3277	3336
991	3280	3333
992	3283	3329
993	3286	3326
994	3290	3323
995	3293	3320
996	3296	3316
997	3299	3313
998	3302	3309
999	3305	3305
1000	3309	3302
1001	3312	3299
1002	3315	3295
1003	3318	3292
1004	3321	3288
1005	3324	3284
1006	3327	3281
1007	3330	3277
1008	3333	3274
1009	3336	3270
1010	3339	3267
1011	3342	3263
1012	3346	3260
1013	3349	3256
1014	3352	3253
1015	3355	3249
1016	3358	3246
1017	3368	3249
1018	3372	3246
1019	3375	3242
1020	3378	3239
1021	3381	3235
1022	3384	3232
1023	3387	3229
1024	3390	3225
1025	3394	3222
1026	3397	3218
1027	3401	3215
1028	3404	3212
1029	3408	3209
1030	3411	3206
1031	3414	3203
1032	3417	3199
1033	3420	3195
1034	3424	3192
1035	3427	3189
1036	3431	3186
1037	3434	3183
1038	3438	3179
1039	3441	3176
1040	3445	3173
1041	3449	3171
1042	3452	3167
1043	3455	3164
1044	3459	3161
1045	3462	3158
1046	3465	3154
1047	3468	3150
1048	3471	3147
1049	3474	3143
1050	3477	3139
1051	3480	3136
1052	3483	3132
1053	3486	3128
1054	3491	3127
1055	3494	3123
1056	3497	3120
1057	3500	3116
1058	3503	3112
1059	3506	3109
1060	3509	3105
1061	3512	3102
1062	3515	3098
1063	3518	3094
1064	3521	3091
1065	3524	3088
1066	3527	3084
1067	3530	3080
1068	3533	3077
1069	3536	3073
1070	3539	3070
1071	3542	3067
1072	3545	3063
1073	3548	3059
1074	3552	3057
1075	3556	3053
1076	3559	3050
1077	3563	3047
1078	3566	3043
1079	3569	3040
1080	3572	3037
1081	3575	3033
1082	3578	3029
1083	3581	3026
1084	3584	3022
1085	3587	3019
1086	3590	3015
1087	3593	3012
1088	3596	3008
1089	3599	3005
1090	3602	3001
1091	3605	2997
1092	3608	2994
1093	3611	2990
1094	3614	2987
1095	3617	2983
1096	3620	2980
1097	3623	2976
1098	3626	2973
1099	3629	2969
1100	3632	2966
1101	3635	2962
1102	3638	2959
1103	3641	2955
1104	3644	2952
1105	3647	2948
1106	3650	2944
1107	3653	2941
1108	3656	2937
1109	3659	2934
1110	3662	2930
1111	3665	2927
1112	3668	2923
1113	3671	2920
1114	3674	2916
1115	3677	2913
1116	3680	2909
1117	3683	2906
1118	3686	2902
1119	3689	2898
1120	3692	2895
1121	3695	2891
1122	3698	2888
1123	3701	2884
1124	3704	2881
1125	3708	2878
1126	3711	2874
1127	3714	2871
1128	3717	2867
1129	3720	2864
1130	3723	2861
1131	3726	2857
1132	3732	2855
1133	3735	2852
1134	3738	2848
1135	3741	2845
1136	3744	2841
1137	3746	2838
1138	3749	2834
1139	3752	2831
1140	3755	2827
1141	3758	2824
1142	3762	2821
1143	3765	2817
1144	3769	2814
1145	3772	2811
1146	3775	2807
1147	3779	2804
1148	3782	2801
1149	3785	2797
1150	3788	2794
1151	3791	2790
1152	3794	2787
1153	3798	2784
1154	3801	2780
1155	3804	2777
1156	3807	2774
1157	3810	2770
1158	3813	2766
1159	3816	2763
1160	3819	2759
1161	3822	2756
1162	3825	2752
1163	3828	2749
1164	3831	2746
1165	3834	2742
1166	3837	2738
1167	3840	2735
1168	3843	2731
1169	3846	2728
1170	3849	2724
1171	3852	2721
1172	3855	2717
1173	3858	2714
1174	3860	2710
1175	3863	2707
1176	3867	2703
1177	3869	2700
1178	3872	2696
1179	3875	2693
1180	3878	2689
1181	3882	2686
1182	3885	2683
1183	3888	2679
1184	3891	2676
1185	3894	2672
1186	3897	2669
1187	3900	2666
1188	3903	2662
1189	3907	2659
1190	3910	2656
1191	3914	2653
1192	3917	2650
1193	3921	2646
1194	3924	2643
1195	3927	2640
1196	3930	2636
1197	3933	2633
1198	3936	2630
1199	3939	2626
1200	3943	2623
1201	3946	2619
1202	3948	2616
1203	3952	2612
1204	3955	2609
1205	3958	2606
1206	3962	2603
1207	3965	2599
1208	3970	2597
1209	3974	2594
1210	3977	2591
1211	3980	2587
1212	3983	2584
1213	3986	2581
1214	3990	2578
1215	3993	2574
1216	3996	2571
1217	4000	2568
1218	4003	2564
1219	4006	2561
1220	4009	2558
1221	4012	2554
1222	4015	2551
1223	4019	2548
1224	4022	2545
1225	4025	2541
1226	4029	2538
1227	4032	2535
1228	4036	2532
1229	4040	2529
1230	4043	2526
1231	4047	2523
1232	4051	2520
1233	4054	2516
1234	4057	2513
1235	4060	2509
1236	4063	2506
1237	4067	2503
1238	4070	2500
1239	4073	2496
1240	4076	2493
1241	4080	2490
1242	4083	2487
1243	4087	2483
1244	4090	2480
1245	4093	2477
1246	4097	2474
1247	4100	2470
1248	4103	2467
1249	4107	2464
1250	4110	2460
1251	4113	2457
1252	4117	2454
1253	4120	2451
1254	4123	2448
1255	4127	2444
1256	4130	2441
1257	4133	2438
1258	4136	2434
1259	4140	2431
1260	4143	2428
1261	4146	2424
1262	4149	2421
1263	4152	2417
1264	4155	2414
1265	4158	2410
1266	4161	2407
1267	4164	2404
1268	4167	2400
1269	4170	2397
1270	4174	2394
1271	4177	2391
1272	4180	2387
1273	4183	2384
1274	4186	2380
1275	4189	2377
1276	4192	2373
1277	4195	2370
1278	4199	2367
1279	4201	2363
1280	4205	2360
1281	4208	2356
1282	4213	2354
1283	4216	2351
1284	4220	2348
1285	4223	2344
1286	4226	2341
1287	4229	2337
1288	4232	2334
1289	4235	2331
1290	4238	2327
1291	4241	2324
1292	4244	2320
1293	4247	2317
1294	4250	2313
1295	4253	2310
1296	4256	2307
1297	4259	2303
1298	4262	2300
1299	4265	2296
1300	4268	2293
1301	4271	2289
1302	4274	2286
1303	4277	2282
1304	4280	2279
1305	4283	2276
1306	4286	2272
1307	4289	2269
1308	4292	2265
1309	4295	2262
1310	4297	2258
1311	4301	2255
1312	4304	2252
1313	4307	2249
1314	4311	2245
1315	4314	2242
1316	4317	2239
1317	4321	2236
1318	4324	2232
1319	4327	2229
1320	4330	2225
1321	4333	2222
1322	4336	2219
1323	4339	2215
1324	4343	2212
1325	4346	2209
1326	4350	2206
1327	4354	2203
1328	4357	2200
1329	4361	2196
1330	4364	2193
1331	4367	2190
1332	4370	2187
1333	4374	2183
1334	4377	2180
1335	4380	2177
1336	4383	2173
1337	4386	2170
1338	4389	2167
1339	4393	2163
1340	4396	2160
1341	4399	2157
1342	4402	2153
1343	4405	2150
1344	4408	2146
1345	4412	2143
1346	4414	2140
1347	4417	2136
1348	4420	2133
1349	4423	2130
1350	4426	2126
1351	4429	2123
1352	4432	2119
1353	4435	2116
1354	4438	2112
1355	4441	2109
1356	4445	2106
1357	4448	2102
1358	4452	2100
1359	4455	2096
1360	4458	2093
1361	4461	2089
1362	4464	2086
1363	4468	2083
1364	4471	2080
1365	4474	2076
1366	4477	2073
1367	4480	2070
1368	4483	2066
1369	4487	2063
1370	4490	2060
1371	4492	2056
1372	4496	2053
1373	4499	2049
1374	4502	2046
1375	4518	2048
1376	4521	2045
1377	4523	2042
1378	4526	2038
1379	4529	2035
1380	4532	2031
1381	4535	2028
1382	4538	2024
1383	4541	2021
1384	4544	2018
1385	4547	2014
1386	4550	2011
1387	4563	2012
1388	4567	2008
1389	4570	2005
1390	4573	2002
1391	4576	1998
1392	4579	1995
1393	4582	1991
1394	4585	1988
1395	4588	1985
1396	4591	1981
1397	4594	1978
1398	4597	1974
1399	4600	1971
1400	4603	1968
1401	4605	1964
1402	4609	1961
1403	4612	1957
1404	4615	1954
1405	4618	1951
1406	4621	1947
1407	4624	1944
1408	4627	1941
1409	4630	1937
1410	4633	1934
1411	4636	1930
1412	4639	1927
1413	4642	1924
1414	4645	1920
1415	4648	1917
1416	4651	1913
1417	4654	1910
1418	4657	1907
1419	4660	1903
1420	4663	1900
1421	4666	1896
1422	4669	1893
1423	4672	1889
1424	4675	1886
1425	4678	1883
1426	4681	1879
1427	4684	1876
1428	4687	1873
1429	4690	1869
1430	4693	1866
1431	4696	1862
1432	4702	1860
1433	4705	1857
1434	4708	1853
1435	4711	1850
1436	4714	1847
1437	4717	1843
1438	4720	1840
1439	4724	1837
1440	4727	1833
1441	4730	1830
1442	4733	1827
1443	4736	1823
1444	4739	1820
1445	4742	1816
1446	4745	1813
1447	4748	1810
1448	4751	1806
1449	4754	1803
1450	4757	1800
1451	4760	1796
1452	4763	1793
1453	4766	1789
1454	4769	1786
1455	4772	1783
1456	4775	1779
1457	4778	1776
1458	4781	1772
1459	4784	1769
1460	4787	1766
1461	4790	1762
1462	4793	1759
1463	4796	1756
1464	4799	1752
1465	4802	1749
1466	4805	1745
1467	4808	1742
1468	4811	1739
1469	4814	1735
1470	4817	1732
1471	4820	1728
1472	4822	1725
1473	4825	1722
1474	4828	1718
1475	4831	1715
1476	4834	1711
1477	4837	1708
1478	4841	1705
1479	4843	1701
1480	4847	1698
1481	4850	1695
1482	4853	1691
1483	4856	1688
1484	4859	1685
1485	4862	1681
1486	4865	1678
1487	4868	1675
1488	4871	1671
1489	4874	1668
1490	4877	1664
1491	4880	1661
1492	4883	1658
1493	4885	1654
1494	4888	1651
1495	4891	1648
1496	4894	1644
1497	4898	1641
1498	4901	1638
1499	4906	1635
1500	4909	1632
1501	4913	1629
1502	4917	1625
1503	4921	1623
1504	4925	1619
1505	4928	1616
1506	4931	1613
1507	4934	1610
1508	4937	1606
1509	4940	1603
1510	4943	1599
1511	4946	1596
1512	4949	1593
1513	4953	1589
1514	4958	1587
1515	4962	1584
1516	4965	1580
1517	4968	1577
1518	4971	1574
1519	4975	1571
1520	4978	1567
1521	4981	1564
1522	4985	1561
1523	4987	1557
1524	4990	1554
1525	4993	1551
1526	4996	1547
1527	5000	1544
1528	5003	1541
1529	5006	1537
1530	5009	1534
1531	5012	1531
1532	5015	1527
1533	5018	1524
1534	5021	1521
1535	5024	1517
1536	5027	1514
1537	5030	1511
1538	5033	1507
1539	5036	1504
1540	5039	1501
1541	5042	1497
1542	5045	1494
1543	5048	1491
1544	5051	1487
1545	5054	1484
1546	5057	1480
1547	5060	1477
1548	5063	1474
1549	5066	1470
1550	5069	1467
1551	5071	1464
1552	5075	1460
1553	5078	1457
1554	5081	1454
1555	5084	1450
1556	5087	1447
1557	5090	1444
1558	5093	1440
1559	5096	1437
1560	5099	1434
1561	5102	1430
1562	5105	1427
1563	5108	1424
1564	5111	1420
1565	5114	1417
1566	5117	1414
1567	5120	1410
1568	5123	1407
1569	5126	1403
1570	5129	1400
1571	5132	1397
1572	5135	1393
1573	5138	1390
1574	5141	1387
1575	5144	1383
1576	5147	1380
1577	5150	1377
1578	5153	1374
1579	5156	1370
1580	5159	1367
1581	5163	1364
1582	5166	1361
1583	5170	1357
1584	5173	1354
1585	5176	1351
1586	5179	1347
1587	5182	1344
1588	5185	1341
1589	5188	1337
1590	5190	1334
1591	5194	1331
1592	5199	1328
1593	5202	1325
1594	5205	1321
1595	5208	1318
1596	5211	1315
1597	5214	1311
1598	5218	1308
1599	5222	1305
1600	5225	1302
1601	5228	1299
1602	5232	1295
1603	5235	1292
1604	5238	1289
1605	5242	1286
1606	5245	1282
1607	5249	1279
1608	5252	1276
1609	5256	1273
1610	5259	1270
1611	5263	1266
1612	5266	1263
1613	5269	1260
1614	5272	1256
1615	5275	1253
1616	5278	1250
1617	5281	1247
1618	5284	1243
1619	5288	1240
1620	5291	1237
1621	5294	1233
1622	5297	1230
1623	5300	1227
1624	5303	1223
1625	5307	1220
1626	5310	1217
1627	5313	1214
1628	5316	1210
1629	5319	1207
1630	5323	1204
1631	5326	1201
1632	5329	1197
1633	5332	1194
1634	5336	1191
1635	5340	1188
1636	5343	1184
1637	5347	1181
1638	5350	1178
1639	5353	1175
1640	5356	1171
1641	5359	1168
1642	5362	1165
1643	5365	1161
1644	5368	1158
1645	5371	1155
1646	5374	1151
1647	5377	1148
1648	5380	1145
1649	5383	1142
1650	5398	1141
1651	5403	1138
1652	5406	1134
1653	5409	1131
1654	5412	1128
1655	5415	1124
1656	5418	1121
1657	5421	1118
1658	5424	1115
1659	5443	1114
1660	5446	1111
1661	5450	1108
1662	5453	1105
1663	5456	1101
1664	5460	1098
1665	5463	1095
1666	5467	1092
1667	5470	1088
1668	5474	1085
1669	5477	1082
1670	5480	1079
1671	5484	1075
1672	5486	1072
1673	5490	1069
1674	5493	1065
1675	5496	1062
1676	5499	1059
1677	5502	1055
1678	5505	1052
1679	5508	1049
1680	5511	1045
1681	5514	1042
1682	5517	1039
1683	5520	1035
1684	5523	1032
1685	5526	1029
1686	5529	1025
1687	5532	1022
1688	5535	1019
1689	5538	1015
1690	5541	1012
1691	5543	1009
1692	5547	1005
1693	5550	1002
1694	5553	999
1695	5556	995
