iter	Logloss
1511	0.3506397009
1512	0.3505932906
1513	0.3505726771
1514	0.3505713983
1515	0.3505035706
1516	0.3504952543
1517	0.3504946472
1518	0.3504348516
1519	0.3504151625
1520	0.3503787076
1521	0.3502801285
1522	0.3502461139
1523	0.3502182027
1524	0.350177438
1525	0.3501412389
1526	0.3501198758
1527	0.3500933535
1528	0.3500792048
1529	0.3500436524
1530	0.3500142731
1531	0.3499231589
1532	0.3499038027
1533	0.3498785536
1534	0.3498359465
1535	0.3497811753
1536	0.3497152964
1537	0.3496481203
1538	0.3496435225
1539	0.3496273737
1540	0.3495952464
1541	0.3495123843
1542	0.3494889893
1543	0.3494071273
1544	0.3493715972
1545	0.3493237877
1546	0.3492430541
1547	0.3492379086
1548	0.3491653832
1549	0.3491445637
1550	0.3490575285
1551	0.3490329825
1552	0.3489768106
1553	0.3489423704
1554	0.3489220063
1555	0.3488849078
1556	0.3488328925
1557	0.3488090142
1558	0.3487464288
1559	0.3486684294
1560	0.3486352432
1561	0.3486239266
1562	0.348589155
1563	0.3485515525
1564	0.3485193059
1565	0.3484950503
1566	0.3484186416
1567	0.3483692619
1568	0.3483390619
1569	0.3482929384
1570	0.3482511696
1571	0.348228561
1572	0.348196126
1573	0.3481189056
1574	0.3480655227
1575	0.3480421822
1576	0.3480254436
1577	0.347990133
1578	0.3479471568
1579	0.3479165947
1580	0.3478957364
1581	0.3478500681
1582	0.3478181674
1583	0.347789748
1584	0.347773455
1585	0.3477582438
1586	0.3477328364
1587	0.3476865782
1588	0.3476506071
1589	0.3476337915
1590	0.347617599
1591	0.3475333332
1592	0.3474867857
1593	0.3474535804
1594	0.3474277436
1595	0.3474032902
1596	0.3473868376
1597	0.3473799173
1598	0.3473317208
1599	0.3472738349
1600	0.3472548236
1601	0.347228297
1602	0.3471798785
1603	0.3471468216
1604	0.3471322641
1605	0.3470489616
1606	0.3470270326
1607	0.3469565383
1608	0.3469277682
1609	0.34686287
1610	0.3468415741
1611	0.3468383174
1612	0.346828014
1613	0.3468036293
1614	0.3467820268
1615	0.3466946119
1616	0.3466329323
1617	0.3465947063
1618	0.3465856351
1619	0.3465599773
1620	0.346528842
1621	0.3464355024
1622	0.3463900645
1623	0.3463616073
1624	0.3463450895
1625	0.3463025751
1626	0.3462827162
1627	0.3462258549
1628	0.3461825163
1629	0.3461627222
1630	0.3461298664
1631	0.3461012626
1632	0.346070592
1633	0.3460178965
1634	0.3460052908
1635	0.3459729786
1636	0.3458971505
1637	0.345874969
1638	0.3458532563
1639	0.3458158862
1640	0.3457472904
1641	0.3456402222
1642	0.3455808789
1643	0.3455463941
1644	0.3455221675
1645	0.3454858037
1646	0.3454497818
1647	0.3454176637
1648	0.3454063922
1649	0.3453774016
1650	0.3453374817
1651	0.3452806863
1652	0.3452485701
1653	0.3451680253
1654	0.3451535946
1655	0.3451182757
1656	0.3450933591
1657	0.3450780913
1658	0.3450330053
1659	0.3450083693
1660	0.3449875661
1661	0.3449381359
1662	0.3448658298
1663	0.3448446971
1664	0.3448355157
1665	0.3447571399
1666	0.3447543846
1667	0.3446619618
1668	0.3446009917
1669	0.3445596904
1670	0.3445337645
1671	0.3444805852
1672	0.3444770587
1673	0.344456796
1674	0.3444172269
1675	0.3444161174
1676	0.3444100816
1677	0.3443797084
1678	0.3443711656
1679	0.3443573249
1680	0.3443377673
1681	0.3443036688
1682	0.3442252216
1683	0.344218994
1684	0.3441895914
1685	0.3441655992
1686	0.3441544852
1687	0.3441067278
1688	0.3440574292
1689	0.3440241426
1690	0.3439775853
1691	0.3439489271
1692	0.3439203564
1693	0.3438592869
1694	0.34381096
1695	0.3437224683
1696	0.3437027144
1697	0.3436492225
1698	0.3435891427
1699	0.3435675904
1700	0.3435363874
1701	0.3434717249
1702	0.3433954503
1703	0.3433161157
1704	0.3432658106
1705	0.3432275514
1706	0.3431861793
1707	0.3431640241
1708	0.3431198943
1709	0.343077234
1710	0.3430483068
1711	0.343028173
1712	0.3430041544
1713	0.3429829565
1714	0.3429656122
1715	0.3429425569
1716	0.3428585221
1717	0.3427688267
1718	0.3427625796
1719	0.3427608792
1720	0.3426937766
1721	0.3426841436
1722	0.3426570438
1723	0.3426397558
1724	0.3426153105
1725	0.3425942193
1726	0.3425512125
1727	0.3425021401
1728	0.3424554962
1729	0.3424074876
1730	0.3423578934
1731	0.3423113713
1732	0.3422742211
1733	0.3422543484
1734	0.3422320084
1735	0.3421805785
1736	0.3421041541
1737	0.3420910834
1738	0.3420591533
1739	0.342035017
1740	0.3419881896
1741	0.3419054436
1742	0.3418784637
1743	0.3418378256
1744	0.3418098557
1745	0.3418037811
1746	0.3417761536
1747	0.3417382514
1748	0.3417012849
1749	0.3416780426
1750	0.3416372733
1751	0.3415969447
1752	0.3415312298
1753	0.3414934152
1754	0.341412217
1755	0.3413806787
1756	0.3413172057
1757	0.3412486474
1758	0.3412407935
1759	0.3412102398
1760	0.3411290768
1761	0.3410580098
1762	0.3410321622
1763	0.3410113672
1764	0.3409582518
1765	0.3409384629
1766	0.3408784306
1767	0.3408594038
1768	0.3407765568
1769	0.3407520995
1770	0.3407003787
1771	0.3406893357
1772	0.3406318326
1773	0.340586571
1774	0.3405661824
1775	0.3405629126
1776	0.3405331767
1777	0.3404939068
1778	0.3404455193
1779	0.3403540404
1780	0.3403340432
1781	0.3402962046
1782	0.3402700989
1783	0.3402144678
1784	0.3401817985
1785	0.3401503909
1786	0.3400855956
1787	0.3400556875
1788	0.3399882838
1789	0.3399689881
1790	0.3399450684
1791	0.3399144537
1792	0.339885225
1793	0.3398593961
1794	0.3398453349
1795	0.3398265249
1796	0.339790054
1797	0.3397586109
1798	0.3397352233
1799	0.3396955737
1800	0.3396496694
1801	0.3395806071
1802	0.3395700126
1803	0.3395518757
1804	0.3395129861
1805	0.3394922958
1806	0.3394261714
1807	0.3393821916
1808	0.3393752328
1809	0.3393667296
1810	0.3392795302
1811	0.3392349784
1812	0.3392194038
1813	0.3391561415
1814	0.339150157
1815	0.3390807915
1816	0.3390446225
1817	0.3390289644
1818	0.3389509175
1819	0.3389314369
1820	0.3389087012
1821	0.3388892253
1822	0.3388614298
1823	0.338827189
1824	0.3387727066
1825	0.3387135961
1826	0.3387061571
1827	0.3386281193
1828	0.3385625009
1829	0.3385115415
1830	0.3384254332
1831	0.3383989749
1832	0.3383535869
1833	0.3382626985
1834	0.3382315351
1835	0.3382257858
1836	0.338218227
1837	0.3381673886
1838	0.3381276185
1839	0.3381135981
1840	0.3380946423
1841	0.3380645525
1842	0.3380155726
1843	0.3379624764
1844	0.3379248251
1845	0.3378852295
1846	0.3378671229
1847	0.3378405913
1848	0.3378109581
1849	0.3377886552
1850	0.3377328947
1851	0.3376998663
1852	0.3376094304
1853	0.3375320047
1854	0.3375205086
1855	0.3374385821
1856	0.3374082675
1857	0.3373563436
1858	0.3373218703
1859	0.3373065165
1860	0.3372706837
1861	0.337237712
1862	0.3372089409
1863	0.3371751325
1864	0.3370895477
1865	0.3370423993
1866	0.336994216
1867	0.3369518124
1868	0.3369336516
1869	0.3368974004
1870	0.3368838021
1871	0.3368466742
1872	0.3368090515
1873	0.3367507668
1874	0.3366642846
1875	0.3366192642
1876	0.3365910272
1877	0.336572767
1878	0.3365547469
1879	0.3365369844
1880	0.3365219953
1881	0.3364730022
1882	0.336409649
1883	0.3363445466
1884	0.3362678314
1885	0.3362167961
1886	0.3361823039
1887	0.3361031518
1888	0.3360768812
1889	0.3360313149
1890	0.3360223444
1891	0.3359591471
1892	0.335942439
1893	0.3359114547
1894	0.3358695424
1895	0.3358477216
1896	0.3358343714
1897	0.3358187183
1898	0.3357696026
1899	0.3357639073
1900	0.3357447009
1901	0.3356915254
1902	0.335676338
1903	0.3356686255
1904	0.3356182308
1905	0.3355650532
1906	0.3355077672
1907	0.3354882277
1908	0.3354457302
1909	0.335381108
1910	0.3353563381
1911	0.3352927082
1912	0.3352840603
1913	0.3352481065
1914	0.3351932982
1915	0.3351722091
1916	0.3351138301
1917	0.3350855732
1918	0.3350047915
1919	0.3349654242
1920	0.3349367345
1921	0.3349220519
1922	0.3348797613
1923	0.3348628386
1924	0.3348417667
1925	0.3348099405
1926	0.3347788516
1927	0.3347504046
1928	0.3347284638
1929	0.3347106771
1930	0.3346377343
1931	0.3345685051
1932	0.3345601013
1933	0.3345379456
1934	0.334510376
1935	0.3344242396
1936	0.3344136711
1937	0.334362698
1938	0.3343504428
1939	0.3343032583
1940	0.3342862139
1941	0.3342163033
1942	0.3342035759
1943	0.3341545486
1944	0.3341234585
1945	0.3340825828
1946	0.3340520773
1947	0.3340264646
1948	0.3339837114
1949	0.3339428108
1950	0.3338953143
1951	0.3338469886
1952	0.3338366351
1953	0.3338246168
1954	0.3338144397
1955	0.3337632912
1956	0.3337217423
1957	0.3336924713
1958	0.3336780464
1959	0.3335934172
1960	0.3335238469
1961	0.333506868
1962	0.3334551064
1963	0.333437682
1964	0.3333782029
1965	0.333346141
1966	0.3333367836
1967	0.3332977243
1968	0.3332572256
1969	0.3332282368
1970	0.3332013457
1971	0.3331406185
1972	0.3331252545
1973	0.3330859969
1974	0.3330655134
1975	0.3329884896
1976	0.3329504666
1977	0.3329406684
1978	0.3329265742
1979	0.3328597639
1980	0.3328297135
1981	0.3328027119
1982	0.3327896609
1983	0.3327727817
1984	0.3327302451
1985	0.3326870607
1986	0.332634935
1987	0.3325960874
1988	0.3325492662
1989	0.3324964058
1990	0.332471106
1991	0.3324235588
1992	0.3324052449
1993	0.332335427
1994	0.3323024723
1995	0.3322868933
1996	0.3322536812
1997	0.3322143221
1998	0.3321541126
1999	0.3321289169
