iter	Logloss
381	0.3965567116
382	0.3965241549
383	0.3965180769
384	0.3964807837
385	0.3964323825
386	0.3964053431
387	0.3962915006
388	0.3962745332
389	0.3962736428
390	0.3961887442
391	0.3961887438
392	0.3961479411
393	0.3960136994
394	0.3960071846
395	0.3959778752
396	0.3959682107
397	0.3959407252
398	0.3959028326
399	0.3958413102
400	0.395826722
401	0.3957509621
402	0.3956986508
403	0.3956108296
404	0.3955832906
405	0.3955442677
406	0.3955202307
407	0.3954287439
408	0.3953706503
409	0.3953385009
410	0.395244144
411	0.3952336242
412	0.3952135155
413	0.3951427198
414	0.395110538
415	0.3950408761
416	0.3949768924
417	0.3949037011
418	0.3948339222
419	0.3947989872
420	0.3947667291
421	0.3947476626
422	0.3946547813
423	0.3945996616
424	0.3945895942
425	0.3945396917
426	0.3944367119
427	0.3943576197
428	0.3943480124
429	0.3943321369
430	0.3942643602
431	0.3942491899
432	0.3942351615
433	0.3942119258
434	0.3941306307
435	0.3939721541
436	0.3939455577
437	0.3938881542
438	0.3938537139
439	0.3938357662
440	0.393823203
441	0.3938179432
442	0.3937563164
443	0.3937268503
444	0.3936958973
445	0.3936635639
446	0.3936575924
447	0.39355354
448	0.3935285568
449	0.3934996919
450	0.3934952473
451	0.3934358424
452	0.3933817144
453	0.393361977
454	0.3933348004
455	0.3933036211
456	0.3932459117
457	0.3932369335
458	0.3931820128
459	0.3931762992
460	0.3931247551
461	0.3930924807
462	0.3929808448
463	0.3929049213
464	0.3928173455
465	0.3928125265
466	0.3927424709
467	0.3926785708
468	0.3926633158
469	0.3925937399
470	0.3925671682
471	0.3925336717
472	0.3925272358
473	0.3925212313
474	0.3925149671
475	0.3925052505
476	0.3924844849
477	0.3924426494
478	0.3924195482
479	0.3923447666
480	0.3922819219
481	0.3922666979
482	0.3922410233
483	0.3921855344
484	0.3921778231
485	0.3921526663
486	0.3921060511
487	0.3920403186
488	0.3920316355
489	0.3919162658
490	0.3918642328
491	0.3917798912
492	0.3917701881
493	0.391735808
494	0.3917330622
495	0.3917284957
496	0.391715951
497	0.3916547456
498	0.3916547436
499	0.3916034672
500	0.3915695631
501	0.3915416366
502	0.3914859376
503	0.3913833532
504	0.3913591721
505	0.3913436903
506	0.3912496634
507	0.3912129439
508	0.3911438987
509	0.391129042
510	0.3910634408
511	0.3910205714
512	0.3909957695
513	0.3909871291
514	0.3909671565
515	0.3909023819
516	0.3908941408
517	0.3908521432
518	0.3908154872
519	0.3907225157
520	0.3907195171
521	0.3907118674
522	0.3906919632
523	0.3906547093
524	0.3905362101
525	0.3905099643
526	0.3904544273
527	0.3904338147
528	0.390387549
529	0.390372375
530	0.3903555389
531	0.3903555327
532	0.3902490246
533	0.3901850399
534	0.3901832371
535	0.3900961313
536	0.3900890077
537	0.3900716492
538	0.3900226129
539	0.3900198613
540	0.3899836014
541	0.3899307875
542	0.3898927281
543	0.3897994305
544	0.3897783465
545	0.3896992595
546	0.3896407926
547	0.3896052218
548	0.3895724129
549	0.3895715644
550	0.3894549229
551	0.3894371566
552	0.3893694209
553	0.3893199047
554	0.3892854356
555	0.389260878
556	0.3892487163
557	0.3892101054
558	0.3891806183
559	0.3891754641
560	0.3891745195
561	0.3891109873
562	0.3890825823
563	0.3890791768
564	0.3890515482
565	0.38901258
566	0.3889661475
567	0.3889615824
568	0.3889615729
569	0.388944504
570	0.3889065174
571	0.3888745837
572	0.3888490747
573	0.3888315003
574	0.3887396578
575	0.3887362877
576	0.3886471415
577	0.3886256842
578	0.3885185949
579	0.3884766573
580	0.388414146
581	0.3883771921
582	0.3883537079
583	0.3882983896
584	0.3882724001
585	0.3881641853
586	0.3881578
587	0.3881373897
588	0.3881233417
589	0.3881021672
590	0.3880241212
591	0.3880144812
592	0.3880113316
593	0.3879944213
594	0.3879643036
595	0.3878911588
596	0.387806662
597	0.3878063695
598	0.3877673389
599	0.3877538
600	0.3877537954
601	0.3876754371
602	0.3876346304
603	0.3876333255
604	0.3876323682
605	0.3876323651
606	0.387630232
607	0.3875971322
608	0.3875800738
609	0.387570541
610	0.3875592988
611	0.3874976899
612	0.3874561711
613	0.3874196265
614	0.3874055762
615	0.3873564183
616	0.3873453238
617	0.3872716776
618	0.3872649655
619	0.3871563848
620	0.3870833818
621	0.3870639504
622	0.3870346417
623	0.3869247778
624	0.38684732
625	0.3867816847
626	0.3867816714
627	0.3867348952
628	0.3867348829
629	0.3867348671
630	0.3866987091
631	0.3866346134
632	0.3866092774
633	0.386606091
634	0.3865815465
635	0.3865691858
636	0.3865249418
637	0.3864871074
638	0.3864868023
639	0.3864811365
640	0.3864402663
641	0.3863637859
642	0.3863460024
643	0.3862852884
644	0.3862300598
645	0.3861727781
646	0.3861421519
647	0.3861051116
648	0.3861051104
649	0.3860614317
650	0.3859910533
651	0.385954124
652	0.385911202
653	0.3859042288
654	0.3858587152
655	0.3858587049
656	0.3857694936
657	0.3857054054
658	0.3857051166
659	0.3857045285
660	0.3856232994
661	0.385581013
662	0.3855396162
663	0.3855395024
664	0.3855215735
665	0.3854981417
666	0.3854360463
667	0.3854324173
668	0.3854025199
669	0.3853756572
670	0.385375654
671	0.3853215692
672	0.3852549202
673	0.3851470097
674	0.3851430656
675	0.3851074662
676	0.3850952495
677	0.3850917759
678	0.3850847782
679	0.3850376929
680	0.3849918709
681	0.3848898462
682	0.3848467077
683	0.3847938045
684	0.3847794305
685	0.3847692216
686	0.3847363169
687	0.3847107379
688	0.3846807656
689	0.3846448578
690	0.3845994364
691	0.3845628661
692	0.3845624443
693	0.3844926272
694	0.3844425006
695	0.3843741017
696	0.3843714694
697	0.3843369613
698	0.3842741001
699	0.3842731867
700	0.3842529618
701	0.3842127375
702	0.3841660832
703	0.3841383309
704	0.3841139345
705	0.3841026741
706	0.3841010983
707	0.3840929057
708	0.3840070411
709	0.3839234545
710	0.3839234537
711	0.3839216361
712	0.3839015009
713	0.3838849231
714	0.3838707194
715	0.3838286011
716	0.3837487428
717	0.3836689435
718	0.3836248083
719	0.3835996864
720	0.3835514928
721	0.3834967171
722	0.3834666072
723	0.3833965044
724	0.383308516
725	0.3832990389
726	0.3832401922
727	0.383210287
728	0.3831676454
729	0.3831386519
730	0.3831346069
731	0.383130136
732	0.3830873067
733	0.3830570532
734	0.3829714615
735	0.382919489
736	0.3828375112
737	0.3827991459
738	0.382693728
739	0.3826374001
740	0.3826373877
741	0.3826220498
742	0.3826109605
743	0.3825661903
744	0.3825487951
745	0.3825321085
746	0.3825100793
747	0.3824825297
748	0.3824686746
749	0.3824175086
750	0.3823737049
751	0.3823422859
752	0.38226246
753	0.3822211965
754	0.3821854244
755	0.3821341756
756	0.3820935823
757	0.3820570162
758	0.3819976524
759	0.381984972
760	0.3819351779
761	0.3818992955
762	0.3818933439
763	0.381832623
764	0.3818250204
765	0.3817391909
766	0.3816940998
767	0.3816500054
768	0.3815920964
769	0.3815690031
770	0.3814859069
771	0.381442123
772	0.3813766837
773	0.381338106
774	0.3812892542
775	0.3812712587
776	0.3812220928
777	0.381155077
778	0.3811239047
779	0.3810972492
780	0.3810970327
781	0.3810533773
782	0.3810169587
783	0.3809971639
784	0.3808874895
785	0.3808716792
786	0.3808168193
787	0.3807678259
788	0.3806894854
789	0.3806599795
790	0.3806338055
791	0.3805962298
792	0.3805647991
793	0.3805487997
794	0.3805440039
795	0.3805426415
796	0.3805040183
797	0.3804162597
798	0.380389714
799	0.3803601472
800	0.3803328831
801	0.3802783788
802	0.3802359936
803	0.3802115838
804	0.3801397001
805	0.3801267886
806	0.3800669579
807	0.3800059825
808	0.3799933719
809	0.3799528576
810	0.3799143134
811	0.3798535592
812	0.3798155917
813	0.3797625605
814	0.3797480525
815	0.3796919834
816	0.3796386275
817	0.3795930911
818	0.3795793138
819	0.3795353981
820	0.3795030679
821	0.3794558033
822	0.3794504473
823	0.379422793
824	0.3794050506
825	0.3793469353
826	0.3793310088
827	0.3792210334
828	0.37917356
829	0.3791061154
830	0.3790543624
831	0.378984394
832	0.3788920639
833	0.378851071
834	0.3788044445
835	0.3787926289
836	0.3787448934
837	0.3787131406
838	0.3786876737
839	0.3786588142
840	0.3785973212
841	0.3785601774
842	0.3785185982
843	0.378499402
844	0.3784285847
845	0.3783889346
846	0.3783848526
847	0.3783620772
848	0.3783069816
849	0.3782588572
850	0.3782519046
851	0.3781357286
852	0.3780818799
853	0.3779652285
854	0.3778701705
855	0.3777911786
856	0.3777694656
857	0.3776318647
858	0.3775007865
859	0.3774817622
860	0.3774585264
861	0.3774458883
862	0.3773855572
863	0.377305406
864	0.3772185777
865	0.3771671442
866	0.3771301761
867	0.3769987349
868	0.3769717817
869	0.3769366791
870	0.3768893376
871	0.3768611598
872	0.3768242582
873	0.3767589776
874	0.3767357359
875	0.376711458
876	0.3766728339
877	0.376643366
878	0.37660527
879	0.3765369407
880	0.3764863183
881	0.3764552929
882	0.3764295619
883	0.3763859417
884	0.3762715331
885	0.3762133164
886	0.3761896857
887	0.3761683291
888	0.376134597
889	0.3760879374
890	0.3760094518
891	0.3760094177
892	0.3759867229
893	0.3759430264
894	0.3759321433
895	0.3759057001
896	0.3758311809
897	0.3757790466
898	0.3757736917
899	0.3757396555
900	0.3756554721
901	0.3755780895
902	0.3754935617
903	0.3754288858
904	0.3754218058
905	0.3752894551
906	0.3752677287
907	0.3752288703
908	0.3752149233
909	0.3751416012
910	0.3750511848
911	0.3749814263
912	0.3749207501
913	0.37488369
914	0.3748553596
915	0.3748310401
916	0.3747946555
917	0.3747438912
918	0.3747270172
919	0.3747158795
920	0.3746885956
921	0.3746752376
922	0.3746457215
923	0.3746196177
924	0.3745826056
925	0.3745546863
926	0.3744605869
927	0.3744152828
928	0.3743154152
929	0.3742707134
930	0.3741763286
931	0.3741433932
932	0.3740913934
933	0.3740211396
934	0.3739703394
935	0.3739244021
936	0.3739206633
937	0.3738196314
938	0.3737914741
939	0.3736683593
940	0.3735824859
941	0.3735508962
942	0.3734887859
943	0.3734502675
944	0.3734199081
945	0.3733859576
946	0.3733675394
947	0.3732403289
948	0.3731656386
949	0.3731127014
950	0.3730762489
951	0.3730047259
952	0.3729587395
953	0.3729020946
954	0.372864998
955	0.3728368102
956	0.3728129688
957	0.3727602684
958	0.3726782505
959	0.3726601589
960	0.3726165321
961	0.3725849877
962	0.3725154666
963	0.3724340651
964	0.3724235788
965	0.3724076511
966	0.3723790062
967	0.3723463363
968	0.3722641403
969	0.3722352251
970	0.3721952397
971	0.3721754168
972	0.3721529919
973	0.3720906338
974	0.3720707723
975	0.3720052465
976	0.3719816731
977	0.3719644051
978	0.3718934277
979	0.3718342422
980	0.3717945156
981	0.3717323462
982	0.3717170326
983	0.3716985929
984	0.3716757172
985	0.3716757167
986	0.3716502261
987	0.3715690543
988	0.3715298253
989	0.3714939167
990	0.3714785682
991	0.3714284756
992	0.3714029655
993	0.3713852752
994	0.3713059539
995	0.3712856448
996	0.3712275234
997	0.3711762187
998	0.3711614155
999	0.3710688058
1000	0.371047855
1001	0.3710114435
1002	0.3709670346
1003	0.3709396361
1004	0.370881284
1005	0.3708240224
1006	0.3707898751
1007	0.370769378
1008	0.3706893109
1009	0.3706444318
1010	0.3706040239
1011	0.3705753738
1012	0.3704854267
1013	0.3704626424
1014	0.3704061656
1015	0.370374505
1016	0.3702724378
1017	0.3701740103
1018	0.3701395111
1019	0.3700945448
1020	0.3700799078
1021	0.3700128095
1022	0.3699930249
1023	0.3699205058
1024	0.3698832187
1025	0.3698645064
1026	0.3697874205
1027	0.3697390678
1028	0.369652925
1029	0.3695548046
1030	0.3695175394
1031	0.3694330775
1032	0.3694053039
1033	0.369346923
1034	0.3693029818
1035	0.3692442612
1036	0.3691458853
1037	0.3690715301
1038	0.3690550001
1039	0.3689854777
1040	0.3689466802
1041	0.3689364238
1042	0.368908692
1043	0.3688280983
1044	0.3687566773
1045	0.3687419525
1046	0.3686955364
1047	0.3686728001
1048	0.3685988611
1049	0.3685110826
1050	0.3684794733
1051	0.368457581
1052	0.3683918993
1053	0.3683695218
1054	0.3682910302
1055	0.368276029
1056	0.3682539308
1057	0.3681717632
1058	0.3681462175
1059	0.3680994518
1060	0.3680836802
1061	0.3680240368
1062	0.367975481
1063	0.3679015199
1064	0.3678629882
1065	0.3678449576
1066	0.3678372263
1067	0.3677935926
1068	0.3677434392
1069	0.3677126582
1070	0.3676903087
1071	0.3676611552
1072	0.3676303688
1073	0.367584093
1074	0.3675460187
1075	0.3675323931
1076	0.3675224631
1077	0.3675056041
1078	0.3674296047
1079	0.3674112537
1080	0.3673298695
1081	0.3672612738
1082	0.3672404487
1083	0.3672134928
1084	0.3671778881
1085	0.3671456848
1086	0.3670983775
1087	0.3670461394
1088	0.367015166
1089	0.3669916859
1090	0.366965458
1091	0.3669515478
1092	0.3669170687
1093	0.3668587424
1094	0.3667906795
1095	0.366717099
1096	0.3667024461
1097	0.3666967983
1098	0.3666718399
1099	0.366597891
1100	0.3665681139
1101	0.3665606209
1102	0.3665364936
1103	0.3665156543
1104	0.3664361297
1105	0.3663624319
1106	0.3663084011
1107	0.3662362588
1108	0.3662229986
1109	0.3662223361
1110	0.3661330922
1111	0.3661187011
1112	0.3660491568
1113	0.3659790078
1114	0.3659357103
1115	0.365862644
1116	0.3658389658
1117	0.3658133849
1118	0.3657845327
1119	0.3657705555
1120	0.3657310533
1121	0.3656593711
1122	0.3656296013
1123	0.3655857917
1124	0.3655834886
1125	0.3655369666
1126	0.3655094778
1127	0.3654895921
1128	0.3654455999
1129	0.3654213776
1130	0.3653977006
1131	0.3653315021
1132	0.3653044666
1133	0.3652636911
1134	0.3652257002
1135	0.365158452
1136	0.3651274191
1137	0.3650911114
1138	0.3650023263
1139	0.3649510636
1140	0.3649368555
1141	0.3648960965
1142	0.3648697955
1143	0.3648165999
1144	0.3647845221
1145	0.3647148853
1146	0.3646732124
1147	0.3646264223
1148	0.364624139
1149	0.3645474131
1150	0.3644938387
1151	0.3644589135
1152	0.3643988706
1153	0.3643192981
1154	0.3642922291
1155	0.3642416113
1156	0.3642221474
1157	0.3641905258
1158	0.3641743516
1159	0.3640888941
1160	0.3640416154
1161	0.3639797937
1162	0.363961158
1163	0.3639472624
1164	0.3638985285
1165	0.363849067
1166	0.3638189359
1167	0.3637783252
1168	0.363732388
1169	0.3637054171
1170	0.3636384663
1171	0.3636255624
1172	0.3635656332
1173	0.3635263494
1174	0.363488594
1175	0.3634167899
1176	0.3633814698
1177	0.3633622514
1178	0.3633465448
1179	0.3632845622
1180	0.3632045508
1181	0.3631349595
1182	0.3631106432
1183	0.3630404744
1184	0.3630250203
1185	0.3630074229
1186	0.3629400437
1187	0.3628954946
1188	0.3628741825
1189	0.3628573407
1190	0.3628159542
1191	0.3627771022
1192	0.3627261191
1193	0.3627015284
1194	0.3626357945
1195	0.3626232185
1196	0.3625755208
1197	0.3625411853
1198	0.3625210842
1199	0.3624641766
1200	0.3624422044
1201	0.3623999563
1202	0.3623231958
1203	0.3623016421
1204	0.3622337936
1205	0.3622223279
1206	0.3621911308
1207	0.3621740104
1208	0.3620990643
1209	0.3620304649
1210	0.3620068802
1211	0.361922248
1212	0.3618726595
1213	0.361851952
1214	0.3618069169
1215	0.3617385292
1216	0.3617081778
1217	0.3617047648
1218	0.3616671357
1219	0.361658754
1220	0.3616187997
1221	0.3615875692
1222	0.3615545084
1223	0.3615151309
1224	0.3614493532
1225	0.3614384536
1226	0.3614342884
1227	0.3613529474
1228	0.3613177232
1229	0.3612736677
1230	0.3612459135
1231	0.3612175251
1232	0.3611963043
1233	0.361177106
1234	0.361122767
1235	0.3611106628
1236	0.3610956897
1237	0.3610312967
1238	0.3610255668
1239	0.3609852769
1240	0.3609377663
1241	0.3608713098
1242	0.3608416053
1243	0.3607780761
1244	0.3607473464
1245	0.3607290779
1246	0.3606909666
1247	0.3606227731
1248	0.3605940906
1249	0.3605323276
1250	0.3605018818
1251	0.3604619629
1252	0.3604306928
1253	0.3604184637
1254	0.3603647409
1255	0.3603483887
1256	0.3603390368
1257	0.3602929809
1258	0.3602806246
1259	0.3602452886
1260	0.3602144676
1261	0.3601800375
1262	0.3601444826
1263	0.3600716325
1264	0.3600457952
1265	0.3599824738
1266	0.3599302227
1267	0.3599012446
1268	0.3598601777
1269	0.3598088814
1270	0.3597487137
1271	0.3597469363
1272	0.3596831865
1273	0.3596380911
1274	0.3596103706
1275	0.3595468099
1276	0.3594742634
1277	0.3594596731
1278	0.3594197386
1279	0.3594054048
1280	0.3593595265
1281	0.3592997309
1282	0.3592424888
1283	0.3591840168
1284	0.3591398784
1285	0.3591020548
1286	0.3590870882
1287	0.3590364565
1288	0.3589919045
1289	0.3589347145
1290	0.3588801612
1291	0.3588389839
1292	0.358823173
1293	0.3588104033
1294	0.3587972393
1295	0.3587535443
1296	0.3586977022
1297	0.3586860882
1298	0.3586392663
1299	0.3586228094
1300	0.3586035214
1301	0.3585528585
1302	0.3585460617
1303	0.3585321464
1304	0.3584984827
1305	0.3584663143
1306	0.3584228957
1307	0.3583787528
1308	0.3583550355
1309	0.3582932514
1310	0.3582503565
1311	0.3581766778
1312	0.3581314707
1313	0.3581144035
1314	0.3580890776
1315	0.3580612152
1316	0.3580242116
1317	0.3580054166
1318	0.3579833477
1319	0.3579394343
1320	0.3579279678
1321	0.3578319334
1322	0.3578183283
1323	0.3577758298
1324	0.357730263
1325	0.3577177733
1326	0.3576749525
1327	0.3576650923
1328	0.3576469904
1329	0.3576032454
1330	0.3575395169
1331	0.3574748353
1332	0.3574484971
1333	0.357393613
1334	0.3573304479
1335	0.3572767865
1336	0.3572254627
1337	0.3572061
1338	0.357177305
1339	0.3571267139
1340	0.3571222331
1341	0.3570684999
1342	0.357024853
1343	0.3569682195
1344	0.3569067181
1345	0.3568224711
1346	0.3567828939
1347	0.3567712738
1348	0.3567447452
1349	0.3566742206
1350	0.3565812583
1351	0.3565402289
1352	0.3564987723
1353	0.3564727521
1354	0.3564313362
1355	0.3563948799
1356	0.3563548996
1357	0.3563286316
1358	0.3562935123
1359	0.3562512418
1360	0.3562498038
1361	0.3562329822
1362	0.3562021972
1363	0.3561508048
1364	0.3561104297
1365	0.3560953124
1366	0.3560556485
1367	0.356005531
1368	0.3559892395
1369	0.3559491626
1370	0.3559243544
1371	0.3558931743
1372	0.3558219329
1373	0.3558009194
1374	0.3557540539
1375	0.3557250646
1376	0.3556601319
1377	0.3556477459
1378	0.3556062528
1379	0.3555432194
1380	0.3555243111
1381	0.3554864264
1382	0.3554611872
1383	0.3554246069
1384	0.3553718301
1385	0.3553441186
1386	0.3553342046
1387	0.3552422074
1388	0.3552254459
1389	0.3551331517
1390	0.3551317182
1391	0.3551204572
1392	0.3550781844
1393	0.3550328066
1394	0.35498455
1395	0.354946387
1396	0.3548930837
1397	0.3548439238
1398	0.3547735806
1399	0.3547669468
1400	0.3547313705
1401	0.3546775939
1402	0.3546604856
1403	0.3545912847
1404	0.3545593704
1405	0.3545097025
1406	0.3544828102
1407	0.3544448564
1408	0.3544326943
1409	0.3544156125
1410	0.3543293616
1411	0.3542781307
1412	0.3542367432
1413	0.3541963872
1414	0.3541949944
1415	0.3541560825
1416	0.3541183439
1417	0.354109112
1418	0.3540792034
1419	0.353981163
1420	0.353945406
1421	0.3539049682
1422	0.3538918464
1423	0.353869051
1424	0.3538569691
1425	0.353817999
1426	0.3537787401
1427	0.3537177406
1428	0.3536842916
1429	0.3536714119
1430	0.3536375268
1431	0.3535847084
1432	0.3535506973
1433	0.3534570881
1434	0.353423796
1435	0.3534226844
1436	0.3533623091
1437	0.3533145738
1438	0.3532740498
1439	0.3532119511
1440	0.3531787724
1441	0.3531516609
1442	0.3531362081
1443	0.3530974486
1444	0.3530960835
1445	0.3530579175
1446	0.3530162406
1447	0.3529800988
1448	0.3529591894
1449	0.3528929758
1450	0.35287791
1451	0.3528544695
1452	0.3528174037
1453	0.3528058731
1454	0.3527987919
1455	0.3527890377
1456	0.3527503401
1457	0.352714599
1458	0.352668605
1459	0.3526489574
1460	0.352611102
1461	0.3525841387
1462	0.352546279
1463	0.3525257732
1464	0.3524608652
1465	0.3524499957
1466	0.3523714421
1467	0.3523131838
1468	0.3522221447
1469	0.3521809627
1470	0.3520919619
1471	0.3520316056
1472	0.3519945626
1473	0.3519340609
1474	0.3519289962
1475	0.3519046403
1476	0.3518956933
1477	0.3518735274
1478	0.3518358255
1479	0.3518230285
1480	0.3518217061
1481	0.351816777
1482	0.351798873
1483	0.3517863458
1484	0.3517777485
1485	0.3517663332
1486	0.3517311615
1487	0.3516921083
1488	0.3516546794
1489	0.3516184712
1490	0.3515814664
1491	0.3515344105
1492	0.3514468155
1493	0.3513432022
1494	0.3513102884
1495	0.3512894883
1496	0.3512534317
1497	0.3512154086
1498	0.3511800158
1499	0.3511669217
1500	0.3511350678
1501	0.3510913351
1502	0.3510362432
1503	0.3509363613
1504	0.350841906
1505	0.3508119911
1506	0.3507525682
1507	0.3507182269
1508	0.3506840157
1509	0.3506622343
1510	0.3506540304
